"Timestamp","Invn.Supplies","Invn.MedSupplies","Invn.Medications","Invn.Urgent"
2014-09-27 19:41:00,"Turkey, Bleach","IV Lines, 22G catheters, 20G catheters","LRS, Metronidazole liquid","Only a few IV lines left"
2014-09-28 10:03:00,"Turkey, Bleach","IV Lines, 22G catheters, 20G catheters","LRS, Metronidazole liquid",NA
2014-09-28 20:56:00,"Bleach","IV Lines, 22G catheters","Reglan","IV lines"
2014-09-29 10:36:00,"None","IV Lines","None",NA
2014-09-30 10:09:00,"Bleach","IV Lines","Famotidine, cough tabs (we have 1.5 left)",NA
2014-09-30 20:45:00,"Turkey","None","LRS, Cefazolin/Ampicillin, Famotidine, Plasma-lyte/normosol/NaCl for IV fluids","Cefazolin- 8 bottles left, using 2 per day currently

Reglan- ~1.5 bottles left

"
2014-10-01 09:20:00,"Turkey","None","LRS, Cefazolin/Ampicillin, Famotidine, Plasma-lyte/normosol/NaCl",NA
2014-10-02 09:19:00,"None","None","None",NA
2014-10-02 19:46:00,"None","None","Reglan, Cefazolin/Ampicillin",NA
2014-10-03 09:04:00,"Turkey, Chicken Sticks, Gloves","None","Reglan, LRS, Cefazolin/Ampicillin","We have two unopened bags of LRS and five unopened bags of Normasol, so we could use more of both. 

We have one unopened and one 1/4 full bottle of Reglan. 

We have six unopened vials of ampicillin. 

We could use one more spray bottle. "
2014-10-03 19:20:00,"Turkey, Critical care or Recovery food, Chicken Sticks, Bleach","None","Cefazolin/Ampicillin, Metronidazole liquid","CHICKEN STICKS! We only have two left, and that's the only thing I could get Radar to eat tonight on his own!

DVM: Piney's tramadol rx needs to be checked/refilled tomorrow!!"
2014-10-04 09:53:00,"Turkey, Chicken Sticks, Bleach","None","None",NA
2014-10-04 20:11:00,"Turkey","22G Needles","Reglan",NA
2014-10-05 08:53:00,"Dry Puppy Food, Chicken Sticks","None","None",NA
2014-10-05 20:11:00,"Turkey, Critical care or Recovery food, Chicken Sticks","None","Cefazolin/Ampicillin, Famotidine",NA
2014-10-06 10:03:00,"Turkey, Baby Food, Chicken Sticks","None","None","Radar says bring in more turkey or chicken sticks or both please or else he will smother you in kisses!!!!!!!"
2014-10-06 20:22:00,"Bleach","None","None","bleach"
2014-10-07 09:58:00,"Bleach","Catheter tape","None",NA
2014-10-07 19:30:00,"Bleach","Catheter tape","None",NA
2014-10-08 09:24:00,"None","None","None",NA
2014-10-08 20:21:00,"Bleach","lubricant for Thermometers","None","On last jug of BLEACH."
2014-10-09 08:52:00,"None","Lubricant for Thermometers","None",NA
2014-10-09 21:19:00,"Bleach","Vet wrap","None",NA
2014-10-10 10:12:00,"Baby Food, Paper Towels, Bleach","IV Lines, Catheter tape, Parvo Tests","None","BLEACH...I brought 1 bottle in but it wont last long."
2014-10-10 21:09:00,"Bleach","Thermometers, PCV Tubes","Baytril, None","PCV Tubes- the long glass ones, please, not the short plastic ones; those get stuck in the centrifuge. We have 1/5 of the container left.  "
2014-10-11 10:03:00,"Bleach","None","Baytril",NA
2014-10-11 21:22:00,"Bleach","PCV tubes","Baytril, Reglan, Hetastarch",NA
2014-10-12 09:59:00,"Baby Food, Paper Towels, Gloves","Parvo Tests","We have a little more than 1/4 a bottle of Baytril",NA
2014-10-12 20:08:00,"Baby Food, Critical care or Recovery food","22G Needles, Parvo Tests","Baytril","Baby food, 22G needles"
2014-10-13 09:18:00,"Baby Food","None","None",NA
2014-10-13 22:13:00,"Baby Food","3cc Syringes","Baytril, Cefazolin/Ampicillin, Hetastarch, cough tabs (1/2 tab left)","Cough tabs"
2014-10-14 09:54:00,"None","None","Reglan, cough tabs-none left",NA
2014-10-14 20:03:00,"Dry Puppy Food, Baby Food, Critical care or Recovery food, Chicken Sticks","20G catheters, 22G Needles, Thermometers","Baytril, Reglan, LRS","Baby food and 22 G needles - none left
Chicken sticks - 3 jars left

There is about 1/4 bottle Baytril left and we are using the last bottle of Reglan; also we have 8 bags of plain LRS and one bag of Normosol left!"
2014-10-15 09:57:00,"Baby Food, Chicken Sticks","22G Needles","Baytril, Reglan, LRS, Doxycycline tabs",NA
2014-10-15 21:25:00,"Baby Food, Chicken Sticks","3cc Syringes","Reglan, Normasol or Plasma-Lyte for IV fluids","IV fluids: Normasol, Plasma-Lyte, or NaCl, we have several bags of LRS for SQ
Baby food
22 g needles
Reglan- we're  useing our last bottle"
2014-10-16 10:26:00,"Baby Food, Chicken Sticks","22G catheters","LRS, ~3/4 bottle of Reglan left and ~1/4 a bottle of Baytril left",NA
2014-10-16 21:20:00,"Baby Food, Chicken Sticks","3cc Syringes","Baytril, Cefazolin/Ampicillin","3 cc syringes, baby food, baytril "
2014-10-17 09:27:00,"Dry Puppy Food, Baby Food, Gloves","3cc Syringes","Baytril, Reglan, Doxycycline tabs, Cough tabs",NA
2014-10-17 20:38:00,"Baby Food","3cc Syringes","Cefazolin/Ampicillin, Omeprazole (Prilosec) 20 mg","omeprazole (6 tablets left)"
2014-10-18 09:33:00,"Baby Food","3cc Syringes","Cefazolin/Ampicillin, Doxycycline tabs, Omeprazole (Prilosec) 20 mg","Doxy tabs! We have none, Leto was given some liquid doxy that came in with Dawson."
2014-10-18 19:59:00,"Baby Food","Thermometers","Omeprazole (Prilosec) 20mg, Cough Tabs (none left), Baytril 136mg Tablets (we have 1.75 T left)",NA
2014-10-19 09:31:00,"Gloves","None","Doxycycline tabs, Cough tabs",NA
2014-10-19 19:27:00,"Dry Puppy Food, Gloves","None","Doxycycline tabs, Cough tabs",NA
2014-10-20 09:31:00,"None","None","Doxycycline tabs",NA
2014-10-20 18:57:00,"Baby Food","3cc Syringes","Cefazolin/Ampicillin",NA
2014-10-21 10:08:00,"None","None","None",NA
2014-10-21 18:59:00,"Turkey, Dry Puppy Food, Baby Food, Chicken Sticks","None","Cefazolin/Ampicillin",NA
2014-10-22 08:15:00,"None","None","Cefazolin/Ampicillin",NA
2014-10-22 19:07:00,"None","None","Cefazolin/Ampicillin",NA
2014-10-23 08:39:00,"None","None","Cefazolin/Ampicillin",NA
2014-10-23 21:22:00,"Baby Food, Chicken Sticks","None","Cefazolin/Ampicillin, Hetastarch","Hetastarch- we have 3 big dogs who are using it. They used about 1.5 bags tonight and we have 6 bags left. 

 Cefazolin- we have 6 unopened bottles and used almost a whole bottle tonight. "
2014-10-24 09:38:00,"Baby Food, Chicken Sticks","None","Cefazolin/Ampicillin, Hetastarch","Cefazolin, Hetastarch"
2014-10-24 20:43:00,"None","None","Cefazolin/Ampicillin, Hetastarch",NA
2014-10-25 12:39:00,"Turkey, Gloves","IV Lines","LRS",NA
2014-10-25 20:51:00,"Chicken Sticks","None","LRS, Cefazolin/Ampicillin, Hetastarch","hetastarch, got some from the clinic but running low considering how much our pups are getting right now

cefazolin- we have three full bottles now, we used an entire bottle this shift. "
2014-10-26 09:33:00,"Chicken Sticks","None","Cefazolin/Ampicillin, Hetastarch",NA
2014-10-26 19:49:00,"Gloves","None","Reglan, Hetastarch",NA
2014-10-27 08:00:00,"Baby Food, Critical care or Recovery food, Chicken Sticks","None","Reglan, Cefazolin/Ampicillin, Hetastarch, KCL",NA
2014-10-27 20:25:00,"Chicken Sticks","None","Cefazolin/Ampicillin, Hetastarch, Omeprazole (Prilosec) 20 mg","Ampicillin!!!! We ran out and had to get a bottle from the clinic. 
Hetastarch"
2014-10-28 09:04:00,"Turkey, Chicken Sticks","3cc Syringes, IV Lines","Cefazolin/Ampicillin",NA
2014-10-28 19:18:00,"Dry Puppy Food, Critical care or Recovery food","3cc Syringes, IV Lines","Doxycycline tabs, Doxycycline liquid, Metronidazole liquid","Doxycycline (all kinds), liquid metro"
2014-10-29 08:25:00,"Turkey, Chicken Sticks, any meats besides canned food","None","None",NA
2014-10-29 19:00:00,"Turkey, Baby Food, Chicken Sticks, Hand Soap, hot dogs","IV Lines","Kim wipes",NA
2014-10-30 08:44:00,"Dry Puppy Food","None","One more dry bottle of Polyflex left",NA
2014-10-30 19:49:00,"Chicken Sticks","1cc Syringes, IV Lines","Bordatella Vaccines","Soap for the changing area, we only have a tiny bit left. "
2014-10-31 08:23:00,"Turkey, Dry Puppy Food, Baby Food, Chicken Sticks","1cc Syringes, IV Lines","Bordatella Vaccines",NA
2014-10-31 18:54:00,"Baby Food, Chicken Sticks","None","None",NA
2014-11-01 08:55:00,"Dry Puppy Food, Baby Food, Chicken Sticks","None","Polyflex, None",NA
2014-11-01 18:54:00,"Chicken Sticks","Sharps container","Polyflex, Doxycycline tabs, Doxycycline liquid, Bordatella Vaccines, DAPP Vaccines","VACCINES!"
2014-11-02 09:07:00,"Variety Canned food, Chicken Sticks","None","None",NA
2014-11-02 19:43:00,"Chicken Sticks","None","None",NA
2014-11-03 08:35:00,"Chicken Sticks","1cc Syringes","Cefazolin/Ampicillin",NA
2014-11-03 18:35:00,"None","None","Polyflex",NA
2014-11-04 08:47:00,"None","None","None",NA
2014-11-08 19:11:00,"Chicken Sticks","None","None",NA
2014-11-09 09:00:00,"None","None","None",NA
2014-11-09 20:10:00,"Chicken Sticks","None","None","Chicken sticks"
2014-11-10 09:54:00,"None","None","None",NA
2014-11-10 20:40:00,"Chicken Sticks","None","Panacur (general dewormer)",NA
2014-11-11 10:39:00,"Garbage Bags, None","None","None",NA
2014-11-11 19:29:00,"Chicken Sticks","None","Cefazolin/Ampicillin",NA
2014-11-12 09:38:00,"None","None","Panacur (general dewormer)",NA
2014-11-12 23:28:00,"Chicken Sticks","IV Lines","Cefazolin/Ampicillin","Ampicillin"
2014-11-13 09:30:00,"None","None","Cefazolin/Ampicillin",NA
2014-11-13 20:08:00,"None","None","None",NA
2014-11-14 11:10:00,"None","IV Lines","None",NA
2014-11-14 20:01:00,"None","IV Lines","None",NA
2014-11-15 09:07:00,"None","None","We have about 1/4 of Cerenia left (And Prudence is getting 0.8 mL at night) ",NA
2014-11-15 20:13:00,"Garbage Bags","None","None","Trash bags"
2014-11-16 08:49:00,"Garbage Bags","None","None",NA
2014-11-16 21:46:00,"Garbage Bags, None","1cc Syringes, Alpha-Track 2 Glucose test strips","None",NA
2014-11-17 10:43:00,"Garbage Bags","1cc Syringes","None",NA
2014-11-17 21:46:00,"Garbage Bags","Vet wrap, Alpha-Track 2 Glucose test strips, New sharps container","None",NA
2014-11-18 10:16:00,"black garbage bags","None","None",NA
2014-11-18 21:14:00,"Garbage Bags","Catheter caps, Alpha-Track 2 Glucose test strips","new sharps container",NA
2014-11-19 10:59:00,"None","None","None",NA
2014-11-19 21:02:00,"None","Sharps container","Cefazolin/Ampicillin",NA
2014-11-20 11:34:00,"None","Sharps container, and we're still on our last box of Ampicillin ","Famotidine",NA
2014-11-20 22:20:00,"Baby Food, Gloves","Vet wrap, Iodine","Cefazolin/Ampicillin, Hetastarch, Famotidine","Hetastarch, gloves, ampicillin. "
2014-11-21 10:51:00,"Gloves","Vet wrap, Iodine","Cefazolin/Ampicillin, Hetastarch, LRS for SQ bags, Plasma-lyte, NaCl, or Normasol for IV bags (no dextrose)","Hetastarch (Chestnut is getting 550 mL every shift), IV fluids, gloves"
2014-11-21 20:18:00,"Turkey, Chicken Sticks","22G Needles","Cefazolin/Ampicillin, Hetastarch","We're going through cefazolin and hetastarch pretty fast nowadays."
2014-11-22 10:19:00,"None","None","LRS, Cefazolin/Ampicillin, Hetastarch",NA
2014-11-22 20:24:00,"Baby Food","None","Hetastarch",NA
2014-11-23 09:42:00,"Chicken Sticks, Hand Soap, dish soap","None","Hetastarch",NA
2014-11-23 21:50:00,"None","None","None",NA
2014-11-24 10:21:00,"None","None","None",NA
2014-11-24 21:07:00,"Paper Towels","18 G Needles, Iodine","LRS, Hetastarch, Omeprazole (Prilosec) 20 mg tabs (Out)","Omeprazole, IV and SQ fluids. 

We have enough hetastarch for now but if we start using a lot again we'll go through it pretty fast. "
2014-11-25 09:05:00,"Gloves","None","Baytril Tabs",NA
2014-11-25 19:46:00,"Gloves","18 G Needles, Iodine","LRS, Hetastarch","18 g needles. "
2014-11-26 09:56:00,"Gloves","18 G Needles, Iodine","LRS, Hetastarch",NA
2014-11-26 21:42:00,"Gloves","Parvo Tests","None",NA
2014-11-27 09:40:00,"Turkey, Dry Puppy Food, Chicken Sticks, Gloves, Hot dogs","Non stick pads","None",NA
2014-11-27 19:28:00,"Turkey, Dry Puppy Food, Chicken Sticks, Gloves, hot dogs","Non stick pads","None",NA
2014-11-28 09:09:00,"Gloves","Non stick pads for bandages","None",NA
2014-11-28 19:32:00,"None","None","Doxycycline liquid",NA
2014-11-29 09:44:00,"Gloves","None","None",NA
2014-11-29 20:03:00,"Variety Canned food","non-stick bandages","None",NA
2014-11-30 09:00:00,"None","None","None",NA
2014-11-30 20:04:00,"None","We have 1 box of parvo tests + 1 parvo test in another box, we might need more soon","None",NA
2014-12-01 09:12:00,"Paper Towels","Parvo Tests","None",NA
2014-12-01 20:12:00,"Chicken Sticks, Bleach","Parvo Tests, Iodine, Kim wipes (for refractometer)","None",NA
2014-12-02 09:05:00,"Chicken Sticks, Bleach","1cc Syringes, Iodine","None",NA
2014-12-02 20:08:00,"Chicken Sticks, Bleach","1cc Syringes, Iodine, Sealant tray for PCV tubes","None",NA
2014-12-03 09:10:00,"Chicken Sticks, Bleach","1cc Syringes, Iodine","None",NA
2014-12-03 19:16:00,"Dry Puppy Food, Bleach","None","None","bleach-on last bottle"
2014-12-04 09:10:00,"None","None","None",NA
2014-12-04 18:45:00,"Turkey, Chicken Sticks, Bleach","None","None","Bleach"
2014-12-05 08:27:00,"Turkey, Chicken Sticks, Bleach","None","None","Bleach"
2014-12-05 19:59:00,"Chicken Sticks, Bleach","None","None",NA
2014-12-06 08:45:00,"Bleach, Gloves","None","Metronidazole liquid",NA
2014-12-06 19:32:00,"Bleach","None","None",NA
2014-12-07 08:37:00,"None","None","None",NA
2014-12-07 19:48:00,"Bleach","None","None",NA
2014-12-08 08:22:00,"Turkey","None","None",NA
2014-12-08 19:57:00,"None","None","None",NA
2014-12-09 09:12:00,"Chicken Sticks","None","None",NA
2014-12-09 20:33:00,"Kitty Litter","None","None","Kitty Litter- Out!"
2014-12-10 09:40:00,"None","None","We have about 1/3 of a Baytril bottle left ",NA
2014-12-10 20:14:00,"Chicken Sticks","None","None",NA
2014-12-11 10:04:00,"Chicken Sticks","None","None",NA
2014-12-11 19:32:00,"None","None","None",NA
2014-12-12 09:05:00,"Turkey, Chicken Sticks","None","None",NA
2014-12-12 19:09:00,"Turkey, Chicken Sticks","None","None",NA
2014-12-13 09:18:00,"Turkey, Chicken Sticks","None","None",NA
2014-12-13 19:54:00,"Turkey, Chicken Sticks","None","None",NA
2014-12-14 09:42:00,"Baby Food","None","None",NA
2014-12-14 19:48:00,"Turkey, Chicken Sticks","None","None",NA
2014-12-15 09:25:00,"Wet Food","None","None",NA
2014-12-15 20:42:00,"None","None","Tape Worm dewormer (Virbantel, Drontal, etc)",NA
2014-12-16 09:31:00,"Laundry Detergent","None","Tape Worm dewormer (Virbantel, Drontal, etc), kim wipes",NA
2014-12-16 19:38:00,"None","None","None",NA
2014-12-17 12:17:00,"None","None","None",NA
2014-12-17 21:07:00,"Variety Canned food, Kim wipes (for refractometer)","Vet wrap, None","None","kim wipes"
2014-12-18 10:04:00,"Variety Canned food, Vet wrap, Kim wipes","None","None",NA
2014-12-18 20:29:00,"Variety Canned food, Human Water Bottles","Vet wrap, Kim wipes (for refractometer)","None","Kim wipes"
2014-12-19 10:50:00,"None","None","Anzemet","anzemet"
2014-12-19 20:55:00,"Variety Canned food","None","Anzemet",NA
2014-12-20 09:49:00,"None","Baby wipes","None",NA
2014-12-20 20:05:00,"None","None","None",NA
2014-12-21 10:12:00,"Variety Canned food","None","Anzemet",NA
2014-12-21 20:33:00,"Variety Canned food","None","Anzemet",NA
2014-12-22 09:21:00,"Variety Canned food","None","Reglan, Anzemet",NA
2014-12-22 21:43:00,"Variety Canned food","bandage material (not gauze, the fluffy stuff)","None",NA
2014-12-23 09:25:00,"None","None","Ondansetron, Anzemet, None","trying to get more cerenia or anzemet here by tomorrow but it may not be possible. the clinic has meds to use if i cannot get them here"
2014-12-23 21:28:00,"Variety Canned food, Human Water Bottles","None","LRS","Wet food"
2014-12-24 10:51:00,"Variety Canned food","None","Anzemet","Coal for these naughty puppies :)"
2014-12-24 21:58:00,"Variety Canned food, Human Water Bottles","None","None","Wet food"
2014-12-25 11:42:00,"Turkey, Variety Canned food, Human Water Bottles","None","Cefazolin/Ampicillin","Wet food"
2014-12-25 21:18:00,"Variety Canned food, Human Water Bottles","None","Cefazolin/Ampicillin","Canned food"
2014-12-26 10:22:00,"Variety Canned food, Chicken Sticks, Laundry Detergent","24G catheters","None",NA
2014-12-26 23:22:00,"Variety Canned food, Dry Puppy Food","None","None","Small kibbles are almost gone."
2014-12-27 10:06:00,"Turkey, Variety Canned food, Dry Puppy Food","None","None",NA
2014-12-27 21:16:00,"Variety Canned food, Chicken Sticks","None","None",NA
2014-12-28 09:33:00,"Variety Canned food, Chicken Sticks","None","None",NA
2014-12-28 19:48:00,"Turkey, Variety Canned food, Dry Puppy Food","None","None",NA
2014-12-29 08:56:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Human Water Bottles, meat flavored baby food (no onion/garlic)","1cc Syringes","None",NA
2014-12-29 20:51:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Human Water Bottles","None","Cefazolin/Ampicillin","Baby food- opened last jar of meat baby food tonight, wet food"
2014-12-30 09:10:00,"Variety Canned food, Dry Puppy Food, Baby Food","None","Doxycycline liquid, bag of heprin for flush",NA
2014-12-30 22:36:00,"Human Water Bottles","None","None",NA
2014-12-31 09:58:00,"Baby Food, Chicken Sticks, Laundry Detergent","22G Needles","None","Heating pads without a shut-off timer. The ones we have are from CVS. "
2014-12-31 19:19:00,"Turkey, Variety Canned food, Critical care or Recovery food, Chicken Sticks","None","None",NA
2015-01-01 08:54:00,"Turkey, Variety Canned food","None","None",NA
2015-01-01 20:28:00,"Baby Food, Chicken Sticks, Laundry Detergent","None","None",NA
2015-01-02 09:53:00,"Baby Food, Critical care or Recovery food, Laundry Detergent, Human Water Bottles","Parvo Tests","Anzemet",NA
2015-01-02 20:36:00,"Baby Food, Critical care or Recovery food, Laundry Detergent, Human Water Bottles","Parvo Tests","Anzemet",NA
2015-01-03 11:38:00,"None","None","None",NA
2015-01-03 21:29:00,"Chicken Sticks","Parvo Tests, Alpha-Track 2 Glucose test strips","Doxycycline liquid","Parvo tests, liquid doxy (we have a bottle, we just need a 10 cc syringe full to refill it)"
2015-01-04 09:43:00,"Chicken Sticks","Parvo Tests, Alpha-Track 2 Glucose test strips","Doxycycline liquid",NA
2015-01-04 21:00:00,"Turkey","Parvo Tests","Doxycycline liquid",NA
2015-01-05 09:47:00,"Turkey","None","None","Butch would love some more ham/turkey pieces!"
2015-01-05 22:02:00,"Turkey, Chicken Sticks, Laundry Detergent, Human Water Bottles","Parvo Tests, Alpha-Track 2 Glucose test strips","None","alpha trak 2 strips (9 strips left)"
2015-01-06 09:31:00,"Turkey, Chicken Sticks, Laundry Detergent, Human Water Bottles","Parvo Tests, Glucose strips","None",NA
2015-01-06 20:55:00,"None","None","Marquis paste","Marquis paste - we have 5 dogs on it and will need more for PM shift tomorrow (Wed.)"
2015-01-07 11:03:00,"Dry Puppy Food, Baby Food, Chicken Sticks","None","None",NA
2015-01-07 21:01:00,"Human Water Bottles","None","None",NA
2015-01-08 09:02:00,"Variety Canned food, Human Water Bottles","None","None",NA
2015-01-08 19:56:00,"Variety Canned food, Dry Puppy Food, Chicken Sticks, dish soap","22G Needles","None",NA
