"Timestamp","Dogs.in.ICU","Shift.Time","Count_Crt","Count_Int","Count_Wel","Count_Dsc","Volunteers...Staff","Catheters.Placed.Replaced.","Names_Crt","Names_Int","Names_Wel","Names_Dsc","Details_Dsc","Count_Dis","Names_Dis","Count_New","Names_New","Inventory...Medications","Inventory.Needs...Supplies","Inventory...Medical.Supplies","Additional.Information","Have.you.logged.your.volunteer.hours.at.myvolunteerpage.com..","Any.Questions.","Inventory...Food...General.Supplies","Most.Urgent.Supplies.Needed","Panleuk.Kittens","Hour_Sent","Count_Vols"
2013-12-05 20:01:00,7,1,0,2,5,0,"Emily, Katie",NA,NA,"Ruthie- alert but does not want to get up at all. Pink and warm. Some vomit before the shift, with food and some bile. No vomit during shift. drank a little water and ate a tiny bit of baby food when I put them right under her nose. Force Feeding 10 cc baby food. SQ Tx. 

Magic- QAR/bar, pink, warm. SQ Tx. Not eating, but drinking a lot. No V/D this shift. ","Treasure- ate 3 chicken sticks. BAR, pink, warm, and adorable. Didn't parvo test yet because she's only had one solid poop. 

Dasher and Dancer- both ate lots of wet mixed with dry food, drank lots. Got Polyflex and reglan, skipped fluids because they were eating and drinking. Got a little nippy about food, so watch them while they're eating and separate for food if it gets worse.

Bartlet- BAR, pink, warm. Ate lots of dry mixed with I/D + fortiflora. No poop this shift. Orals.  

",NA,NA,0,NA,0,NA,"None",NA,"Turkey, Baby Food, Toilet Paper","We made sure everyone had heating pads since it's getting cold. ",NA,NA,NA,NA,NA,20,2
2013-12-06 11:42:00,4,0.5,0,2,3,0,"Amy, Nipuni",NA,NA,"Ruthie - QAR but very depressed/sedate, possibly distended abdomen? Won't stand up or move, didn't react at all to polyflex sting either. No V/D. licking baby food from the syringe

Magic - BAR/QAR, not absorbing SQ fluids very well but pretty hydrated. No V/D
","Gemma - tested positive (had a solid poop) :(
Dasher 
Dancer",NA,NA,1,"Treasure
Bartlet",0,NA,"Metronidazole liquid",NA,"Toilet Paper","Does anyone have some tupperware or something we can store the snacks above the fridge in? To keep away from rats...

",NA,NA,NA,NA,NA,11,2
2013-12-06 19:46:00,5,0.5,0,2,3,0,"Rebecca, Sara M.",NA,NA,"Magic - Not absorbing SQ and not eating a lot, only a couple of bites, but no vomit or diarrhea. Could not place catheter this evening, please try in AM!

Ruthie - Absorbing SQ fluids and ate quite a few kibble! Did not try to FF because the PO dextrose made her gag quite a bit. Wagged her tale whenever I went in and sat up to eat a little bit after treatment. ","Dancer & Dasher - Solid poop and eating a ton!
Gemma - Very BAR and whiny when you don't pay attention to her!",NA,NA,0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,19,2
2013-12-07 10:09:00,5,0.5,0,0,5,0,"Nicole, Nipuni",NA,NA,NA,"Dancer and Dasher - tomorrow is their 5th day here so may be time to test them tomorrow or monday! (been having solid poops since arrival)

Gemma 

Ruthie - still seems weak or depressed and isnt able to hold herself up but wagging tail and ate a big chunk of chicken on her own.

Magic - ate several chicken sticks and some i/d canned food

",NA,NA,0,NA,0,NA,"Metronidazole liquid",NA,"Toilet Paper","Shorey Russel brought us a space heater but it stopped working after 10 minutes :( its 61 degrees in here. Everyone has sweaters on and heating pads (at least the ones that aren't going to chew the line)",NA,NA,NA,NA,NA,10,2
2013-12-07 20:13:00,5,1,0,0,5,0,"Martha, Rebecca",NA,NA,NA,"Ruthie- QAR, regurgitated food, no diarrhea. Ate a tiny bit of baby food. Gave dextrose. 
Dasher & Dancer- BAR, eating, playing, some solid and some soft stool in cage
Gemma- BAR happy, only eating turkey, Parvo test tomorrow
Magic- BAR eating well. No V/D",NA,NA,0,NA,0,NA,"Anzemet",NA,"Turkey, Toilet Paper",NA,NA,NA,NA,NA,NA,20,2
2013-12-08 08:40:00,5,0.5,0,0,5,0,"Peggy H, Kelsey",NA,NA,NA,"Dasher & Dancer- BAR, eating, semi-solid stool
Gemma- BAR, ate a bit of dry food, solid stool, parvo tested, still light positive
Ruthie- BAR, there was no treatment sheet done up for her this morning so I gave reglan, polyflex, and oral dextrose, she drank some water and ate three whole sausage sticks plus some baby food!!!
Magic- BAR, ate some wet food",NA,NA,0,NA,0,NA,"None",NA,"None","Peggy brought toilet paper and tin cans for human snacks!
She also unclogged the toilet from whatever was too much for it last night.
The dryer was unplugged; is there a specific reason for that or just to be extra cautionary?
The laundry basket in the changing area is full but all the scrubs in it smell clean. Anyone know whether those are dirty or not?",NA,NA,NA,NA,NA,8,2
2013-12-08 19:42:00,5,0.5,0,1,4,0,"Emily, Emily","Daisy: L jugular",NA,"Daisy (new, RTO): came in very critical, now is QAR, moving around, swallowing NutriCal FF well. On pump with jugular catheter, extremely tiny so watch closely. Has heating pad and snuggle disc in kennel.","Dasher and  Dancer: tested very positive still tonight, eating like maniacs, solid poops

Magic: whine whine whine whine, eating and orals

Ruthie: orals, eating well, moving well. Doesn't seem to enjoy the sweater.",NA,NA,0,NA,0,"Daisy-intermediate","None",NA,"Turkey","Gemma's and surrounding kennels are clean/disinifected",NA,NA,NA,NA,NA,19,2
2013-12-09 19:32:00,5,0.5,0,1,4,0,"Martha, Melissa",NA,NA,"Daisy-Dr. K took out jugular catheter. eating baby food from hand. Polyflex, Reglan, and SQ fluids","ALL EATING ON OWN:
Dancer.
Dasher
Ruthie
Magic-tested negative;  bathe out tomorrow AM",NA,NA,0,NA,0,NA,"Ondansetron(very little left in last bottle)",NA,"None","Laundry Detergent-on last box in case anyone sees any on sale and wants to grab more.",NA,NA,NA,NA,NA,19,2
2013-12-10 10:13:00,1,0.5,0,0,1,0,"Kumiko, Nipuni",NA,NA,NA,"Daisy - multiple solid poops in cage, eating well",NA,NA,4,NA,0,"Magic, Ruthie, Dasher, Dancer","None",NA,"Laundry Detergent","Over the past few days, i've seen many metro pills in cages from the previous shift. When giving a pill wrapped in food, you have to watch to make sure they're swallowing the pill and not just licking off the food around it. A lot of them will spit it out as soon as your turn around!",NA,NA,NA,NA,NA,10,2
2013-12-12 19:53:00,2,1,1,1,0,0,"Katie, Maria",NA,"Mistletoe- QAR, pink, and warm. No vomiting or diarrhea this shift. Got IV Tx and hetastarch. She's only 4 pounds so watch her carefully. She got nutrical, but she also had a tiny bite of a chicken stick. ","Frosty- QAR, pink, warm. Clear vomit, no diarrhea. Got SQ Tx at 5 pm and anzamet this shift. She was coughing and congested, so we moved her to the back room so her URI won't spread. Dr. K said to start Doxy and cough tabs in the morning as long as she's not vomiting. I cleaned her run in the front. She's a little scared, so be nice to her and show her people mean good things. (She's not aggressive at all, just needs some loving.) ",NA,NA,NA,0,NA,2,"Mistletoe & Frosty","None",NA,"None",NA,NA,NA,NA,NA,NA,19,2
2013-12-13 08:43:00,2,0.5,0,2,0,0,"Sara C, Kelsey",NA,NA,"Mistletoe- QAR, no v or d, ff 5cc of bf
Frosty- BAR, seems a lot better than what the note says from yesterday, a bit of bloody d, no v, drank water but didn't eat, HATES pills; it took me a few tries to get all 2 1/2 swallowed",NA,NA,NA,0,NA,0,NA,"None",NA,"Baby Food","We need some meat flavored baby food; all we've got are a few cans of veggie flavored.",NA,NA,NA,NA,NA,8,2
2013-12-13 19:56:00,2,0.5,0,2,0,0,"Emily M",NA,NA,"Frosty: QAR/BAR, SQ and oral treatment - quite hard to pill, and not the biggest fan of the SQ fluids. Thought about eating some wet food, FF 10ccs. BD in kennel from before shift.

Mistletoe: QAR, on pump, ate chicken and chicken sticks. No v or d.",NA,NA,NA,0,NA,0,NA,"None",NA,"Turkey","Agreed with last report - we need some meat-flavored baby food! Frosty was not a fan of \"vegetable turkey.\" 

The toilet is still clogged; it flushed once and then backed up. Tried to use the plunger on it to no avail.",NA,NA,NA,NA,NA,19,1
2013-12-14 09:45:00,2,1,0,2,0,0,"martha",NA,NA,"Mistletoe- leg with catheter was swollen and painful- above and below cath, so removed it. Ate a little when hand fed. no v/d temp was 105.5! Did not get cefazolin because no patent cath. Did give baytril and had a little nutrical- didn't like it
Frosty- no vomiting, had some green stool. Not eating on own. Force fed. Cooperative for sq fluids, but very difficult to pill. ",NA,NA,NA,0,NA,0,NA,"Doxycycline tabs",NA,"None",NA,NA,NA,NA,NA,NA,9,1
2013-12-14 19:43:00,3,1,0,2,1,0,"Sara C, Kelsey",NA,NA,"Vera- QAR, on pump, sounds congested, drank water, would not eat, didn't force feed b/c seems nauseated, bit of green diarrhea
Mistletoe- QAR, would not eat, force fed, unsuccessful at placing new catheter in right leg, left leg is swollen and very painful, applied warm compress, gave reglan, polyflex, and nutrical, no v/d","Frosty- BAR, ate a bit of baby food and a chicken stick on own, bit of greenish diarrhea, still hates being pilled",NA,NA,0,NA,0,NA,"None",NA,"Turkey, Baby Food",NA,NA,NA,NA,NA,NA,19,2
2013-12-15 09:05:00,3,1,0,1,2,0,"Nicole F, Peggy H.","We didn't try to put catheter in Mistletoe because she's eating on her own and seems fine.",NA,"Vera- won't eat, seems to have trouble swallowing when FF.  Only gave her 3ML BF.  No V/D","Mistletoe- warm compress given to front left leg- still tender-yaps when touched. Ate some turkey on her own, and a few bites of BF.  No V/D

Frosty- given SQ treatments (takes two...but successful).  LOVES turkey.  Ate about 6 slices, and about a tablespoon or two of baby food, and chicken stick. Drank water.  Not coughing, sweet pup!  ",NA,NA,0,NA,0,NA,"None",NA,"None","Peggy brought turkey (one in fridge, one in freezer), meat flavored baby food and laundry detergent.

Laundry about done.  Found one load in back up washing machine - it's not hooked up so please don't use!  Also found a load of scrubs in dryer - that's not hooked up last week.",NA,NA,NA,NA,NA,9,2
2013-12-15 19:50:00,3,1,0,1,2,0,"Katie, Rebecca",NA,NA,"Vera: chewed her catheter out but doing pretty well. FF. ","Frosty: eating and drinking and playing and generally adorable. Didn't absorb SQ- pile on right shoulder. Just on cough tab and metro now- ate fine when in a chicken stick. 

Mistletoe: eating pretty well. Arm still sensitive. D/C all SQ and started metro.",NA,NA,0,NA,0,NA,"None",NA,"None","Mistletoe's cage was open when we came in-- it's a weirdly tough one to close, but please make sure it gets closed every time... we regularly get jump/escape artists and walking in on a broken legged Mistletoe would be THE WORST.",NA,NA,NA,NA,NA,19,2
2013-12-16 09:34:00,3,1.5,0,1,2,0,"Kumiko, Ayari","-",NA,"Vera- A lot of pain in the sq area. 103.3 temp. Got sq morphine and medicine. Vomited after 5 cc ff. Got her SQ far back. only got 30ml bolus per Dr. recommendation. ","Mistletoe- on orals and eating. Likes baby food
Frosty- on orals. Eating ",NA,NA,0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,9,2
2013-12-16 19:51:00,4,1,0,2,2,0,"Emily M","Jingle Belle: LF",NA,"Jingle Belle (new): placed catheter LF, on pump all adds. QAR, seems nauseated. Catheter might be a little touchy

Vera: Dr K took a look at her since she's still painful. Gave SQ meds including morphine. Not eating on own.","Frosty: happy, eating, orals taken easily in turkey.

Mistletoe: compress and orals. Eating okay.",NA,NA,0,NA,1,"Jingle Belle: adorable 8-wk-old doxie. Reported BD and vomiting from AAC, none seen yet here. See intermediate","None",NA,"None","We'll be needing more Reglan soon, but we're good for a few more days.",NA,NA,NA,NA,NA,19,1
2013-12-17 10:23:00,4,1,0,2,2,0,"maria, amy",NA,NA,"Jingle Belle....Iv was beeping this am...came unplugged overnight.  She is qar, pink and 100.3.  did not eat so ff.  no v or d

Vera...a little worried about her.  Seems very dehydrated, skin tenting...will give sq per Dr. K.  Very painful...temp was 100.6 so I turned on her heating pad.  Had some d in her cage when I came in.
","Mistletoe...eating well bAR...no v or d.  Her leg is oozing and she is licking it so did warm compress and cone of shame.

Frosty....had a major code brown in her room.  soft poop EVERYWHERE...had to use a LOT of bleach so we moved her to F.  She is eating well and is as sweet as can be.",NA,NA,0,NA,0,NA,"None",NA,"Metro suspension ","still waiting on Bastrop pup...",NA,NA,NA,NA,NA,10,2
2013-12-17 19:39:00,5,0.5,0,3,2,0,"Melissa, Sara C.",NA,NA,"Teddy-not eating. SQ treatments.  FF
Vera-on LRS fluids; ate alot of baby food mixed with water and drank alot of water; was somewhat lethargic at first but perked up with food & water. turned heating pad off because she seemed a little too hot (temp was 101.1)
Jingle Bell-not eating on own
","Frosty-wants outta here!
Mistletoe-eating on own; a little baby food and rice",NA,NA,0,NA,0,NA,"Metronidazole liquid",NA,"Paper Towels, hand soap","If Vera is not here in the AM, I (Melissa) stole her.  She is so darn cute!!",NA,NA,NA,NA,NA,19,2
2013-12-18 10:03:00,5,1,1,2,2,0,"Nipuni, Peggy",NA,"Jingle Belle- VD, vomiting.  Wagging tail but just feels crappy.
Did not FF due to vomiting.","Vera- ate watered down BF VERY well.  No VD,vomiting.  Seems in pain when lifting her. Started chewing on catheter, place collar of shame on her.
Teddy - No VD, vomiting, would not eat.","Mistletoe - had semi solid poop, ate well. Loves turkey!
Frosty- tested negative!",NA,NA,1,"Frosty!",0,NA,"None",NA,"None","Laundry caught up.  FYI- please don't overload dryer. Too many and they won't dry well.
Also- there are too many dogs named Frosty- please don't name any more Frosty upon intake.",NA,NA,NA,NA,NA,10,2
2013-12-18 19:31:00,5,1,1,3,1,0,"Emily M, Sara C","Chippy","Jingle Belle: a little BD, got heta bolus, FF 6ccs, took well and has held down. Piggy-backed fluids.","Chippy (new): leaky butt diarrhea, no vomit. On pump

Vera: still whiny and on pump. Ate some baby food/wet food mixed with water.

Teddy: SQ tx, seems to be absorbing okay. Not eating on own. Slightly dehydrated.","Mistletoe: eating, orals, just waiting on poops!",NA,NA,0,NA,1,"Chippy: chi, on pump, see intermediate","Metronidazole liquid",NA,"None",NA,NA,NA,NA,NA,NA,19,2
2013-12-19 09:48:00,4,1.5,1,1,1,1,"Nipuni, Kelsey",NA,"Jingle Belle- QAR, pale gums, a little BD, not eating, on pump","Vera- QAR, eating well, took out catheter/off pump, only gave metro
Teddy- QAR, not eating, be careful giving fluids; he likes to try to bite the needle","Mistletoe- will be discharged to go home today! :)","Chippy","Chippy- passed before we got here this morning :(",0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,9,2
2013-12-19 19:57:00,5,1,1,1,3,0,"Kevin, Rachel",NA,"Jingle Belle - QAR/leth w/ pale mmc and very slow CRT.  Temp 99.8F.  Heta bolus and Cefazolin IV.  Tried FF but she wouldn't swallow it, so held off.  Bloody seeping D.  No V.  She looks terrible :(","Teddy - QAR, pk, warm.  SQ TX and FF dextrose.  Handsome man.","Nishadi - Getting a little aggressive about food. Eating/drinking.
Cameron - Doing good, eating/drinking.
Vera - Will eat a little if hand fed, but not much on her own.",NA,NA,0,NA,0,NA,"None",NA,"Baby Food",NA,NA,NA,NA,NA,NA,19,2
2013-12-20 08:55:00,4,1,0,0,4,1,"Nipuni, Kelsey",NA,NA,NA,"Vera- QAR, ate some wet food, sounds like she's painful b/c of abscess on her back but may just be whiney
Nishadi- BAR, didn't eat for us but seems to have eaten overnight, found fleas and flea dirt so applied advantage
Cameron- BAR, eating a bit, applied advantage to him as well
Teddy- BAR, seems to have absorbed fluids from yesterday, ate turkey!!! ","Jingle Belle","Jingle Belle- passed overnight :'(",0,NA,0,NA,"None",NA,"Baby Food","We may need more turkey if that's all Teddy is going to eat. :)",NA,NA,NA,NA,NA,8,2
2013-12-20 20:48:00,5,2,0,1,4,0,"martha",NA,NA,"Diamond- QAR drinking lots of water, not eating. Small amount of diarrhea, not vomiting- but did retch once, so didn't force feed.   ","Teddy- BAR trying to escape during treatment and eating wet, and turkey. no v/d
Vera - QAR eating lots of canned food, no v/d, abscess oozing- did warm compress, tested- positive
Cameron & Nishadi- eating dry, drinking, playing, some semi-solid and one solid stool",NA,NA,0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,20,1
2013-12-21 09:11:00,6,1,0,1,5,0,"Martha, Nicole",NA,NA,"Diamond- yellow vomit, no diarrhea, Baytril was ordered BID unsure so did not give it.QAR","1. Buttons- super cute! eating, no v/d
2. Vera- poor thing abscess, warm compress, eating a lot, no v/d
3.4. Cameron and Nishadi- eating, solid poop, no v/d
5. Teddy BAR, ate most of wet food, no v/d, very squirming with sqs, had to try several different sites because skin would get really tight fast with sqs, on tramadol for knee problem",NA,NA,0,NA,1,"Button- came in last night at 10pm- no orders for this am so just repeated last nights treatment, see doing well","None",NA,"None",NA,NA,NA,NA,NA,NA,9,2
2013-12-21 19:49:00,5,0.5,0,0,5,0,"rebecca, nicole",NA,NA,NA,"Teddy- eating well, semi solid poop in cage, was tested by md, still slightly positive, foster was already plead for, on tramadol for knee problem
Diamond- ate moist food and turkey, no  v/d, hard to pill, on orals and on tramadol- slighty painful to touch to back area
vera- poor baby, abcess oozing, on tramadol for pain, would only eat turkey, semi solid poop, order to retest tomorrow am
Button- eats like a horse, cute as a button, on metro, parvo test in 5 days 12/25
Nishadi-no v/d, eating well, solid poop in cage times 2 , retest in am",NA,NA,1,"Cameron was tested and discharged out by md during day. ;)",0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,19,2
